Datetime,Tweet Id,Text,Username
2016-03-17 16:01:43+00:00,710496343651950596,"قرب کجن تن سان جیکی کهلی کهیکارین
ناهی طلب طعام جی رگو پاٹی ڈهک پیارین
جیکی سچئ دل سان سارین تن کی جایون ڈجن جئ م

شاھ عبدالطیف",QamarJavedISPR
